Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;N/A;N/A;50665;71840;Canoas
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;63195;71840;Porto Alegre
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;69942;71840;Sorocaba
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;65000;71840;Salvador
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;65000;71840;Salvador
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;58004;71910;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;58004;71910;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;71212;71930;Brasília
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;71212;71930;Uberlândia
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;71212;71930;Betim
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;67348;71940;Mogi das Cruzes
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;67348;71940;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;64053;71950;Ananindeua
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69952;71950;Campinas
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;56561;72100;Joinville
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;53000;72100;Salvador
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;53000;72100;Salvador
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;61289;72130;Porto Alegre
Peugeot;208;1.6 16V FLEX ACTIVE AT6;N/A;N/A;71356;72160;Bauru
Peugeot;208;1.6 16V FLEX ACTIVE 5P AUT;N/A;N/A;71356;72160;São José do Rio Preto
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;71000;72240;Salvador
Chevrolet;Onix;1.0 FLEX MANUAL;N/A;N/A;24713;72300;Maceió
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;59460;72300;Canoas
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;59460;72300;Porto Alegre
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;51000;72300;Serra
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;56276;72300;Serra
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;62485;72310;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;64489;72310;Salvador
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;61011;72310;Campo Grande
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;62000;72310;Campo Grande
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;67073;72310;Campo Grande
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;64831;72310;Ribeirão Preto
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;62000;72310;Belo Horizonte
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;40258;72320;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;40258;72320;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;45333;72320;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;45849;72320;João Pessoa
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;45849;72320;Natal
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;46149;72320;Recife
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;41089;72320;Natal
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;46149;72320;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;44650;72420;Recife
Peugeot;208;1.0 6V FLEX LIKE MANUAL;N/A;N/A;11951;72420;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;48181;72520;Contagem
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;60142;72710;Salvador
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;60142;72710;Salvador
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;N/A;N/A;61420;72770;Taboão da Serra
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;60178;72770;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;68654;72770;Salvador
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;68654;72770;Salvador
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;N/A;N/A;61420;72770;Osasco
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;57000;72790;Salvador
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;40143;72800;Fortaleza
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;45432;72800;Joinville
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;40269;72800;Joinville
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69906;72900;Natal
Fiat;Cronos;1.3 FIREFLY FLEX DRIVE MANUAL;N/A;N/A;61245;72900;Natal
Peugeot;208;1.6 16V FLEX ACTIVE AT6;N/A;N/A;69380;73000;Campo Grande
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;N/A;N/A;41015;73010;Fortaleza
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;49117;73010;Recife
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;N/A;N/A;55248;73090;Contagem
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;N/A;N/A;55248;73090;Belo Horizonte
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;37505;73100;Salvador
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;37383;73100;Natal
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;38021;73100;Campo Grande
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;50149;73230;Belém
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;55601;73290;São José do Rio Preto
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;42745;73310;Palmas
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;47555;73310;Canoas
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;42927;73310;Palmas
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;N/A;N/A;49846;73310;Maceió
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;N/A;N/A;36675;73310;Porto Alegre
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;N/A;N/A;50000;73310;Salvador
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;N/A;N/A;36675;73310;Bauru
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;N/A;N/A;50000;73310;Salvador
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;N/A;N/A;50000;73310;Salvador
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;70329;73580;São José
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;N/A;N/A;45012;73610;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;72000;73640;Canoas
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;72938;73730;Campinas
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;73345;73730;Uberlândia
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;75399;73730;Bauru
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;71430;73730;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;52433;73800;Fortaleza
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;59453;73800;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;59453;73800;Cuiabá
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;50647;73800;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;50647;73800;Cuiabá
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;55131;73820;Porto Alegre
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;59834;73820;Duque de Caxias
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;41319;73880;Contagem
Volkswagen;Saveiro;1.6 MSI ROBUST CD 16V FLEX 2P MANUAL;N/A;N/A;26100;73890;Salvador
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;26100;73890;Rio de Janeiro
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;22265;73900;Fortaleza
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;31095;73900;João Pessoa
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;N/A;N/A;33000;73900;Maceió
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;32576;73900;São José do Rio Preto
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;32576;73900;Americana
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;48241;73960;Rio de Janeiro
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;58844;73970;Santa Maria
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;58786;73970;Salvador
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;N/A;N/A;51557;73970;Ananindeua
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;55000;74010;Fortaleza
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;45530;74040;Recife
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;47800;74040;Salvador
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;40087;74040;Maceió
Peugeot;208;1.6 16V FLEX ACTIVE AT6;N/A;N/A;39761;74070;Fortaleza
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;43874;74200;Belém
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;40185;74200;Belo Horizonte
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;56119;74300;Brasília
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;56779;74310;Bauru
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;57104;74310;Salvador
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;50121;74310;Cascavel
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;51807;74310;Cascavel
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;57049;74310;Salvador
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;71347;74320;Palmas
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;38880;74340;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;58120;74370;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;59986;74370;São Paulo
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;N/A;N/A;60000;74370;Salvador
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;N/A;N/A;60000;74370;Salvador
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;57225;74370;Osasco
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;70802;74380;Santo André
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;71195;74380;São José do Rio Preto
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;72633;74380;Campo Grande
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;71501;74380;Niterói
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;70357;74380;Sorocaba
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;70802;74380;Santo André
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;74553;74380;Niterói
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;70405;74380;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;70849;74380;Osasco
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;46905;74500;Joinville
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69521;74500;Belo Horizonte
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69521;74500;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69166;74500;São José do Rio Preto
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69766;74500;Santo André
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69166;74500;Bauru
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;61000;74500;Porto Alegre
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;69455;74500;Taboão da Serra
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;69766;74500;São Paulo
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;N/A;N/A;44269;74500;Palmas
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;47645;74500;Porto Alegre
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;66544;74500;Rio de Janeiro
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;42427;74530;Bauru
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;49000;74530;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;42427;74530;Americana
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;40071;74530;Santa Maria
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;42427;74530;Santo André
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;49000;74530;São Luis
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;49965;74530;Duque de Caxias
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;52982;74560;Porto Alegre
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;52982;74560;Bauru
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;58473;74560;Cuiabá
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;60000;74560;Maceió
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;58186;74560;Sorocaba
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;51039;74560;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;50248;74560;Betim
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;57280;74560;Betim
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;69279;74590;São Paulo
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;64665;74590;Curitiba
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;70000;74590;Salvador
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;34594;74620;Curitiba
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;34594;74620;Cascavel
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;N/A;N/A;26423;74640;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;52386;74670;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;51471;74670;Belo Horizonte
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;52956;74670;Fortaleza
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;50078;74670;Fortaleza
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;51471;74670;Campo Grande
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;71177;74700;São Paulo
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;73389;74700;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;70499;74700;Campinas
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;73671;74700;São Paulo
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;47946;74790;Contagem
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;42765;74790;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;44358;74790;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX MANUAL;N/A;N/A;50000;74790;Uberlândia
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;40037;74790;Niterói
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;50000;74790;Goiânia
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;49750;74790;Niterói
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;48751;74790;Rio de Janeiro
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;39093;74830;Fortaleza
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;39833;74830;Natal
Volkswagen;Polo;1.0 170 TSI MANUAL;N/A;N/A;51233;74877;Rio de Janeiro
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;65000;74880;Campo Grande
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;47742;74900;Belo Horizonte
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;38863;75030;Natal
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;59825;75050;Mogi das Cruzes
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;59825;75050;Bauru
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;59825;75050;Santo André
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;59825;75050;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;55022;75060;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;58401;75060;Porto Alegre
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;56096;75060;Santo André
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;54169;75060;Santo André
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;54073;75060;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;56055;75060;Santa Maria
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;56096;75060;Bauru
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;54169;75060;Bauru
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;50562;75060;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;59181;75060;São José do Rio Preto
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;54073;75060;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;57429;75060;Porto Alegre
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;51110;75060;Rio de Janeiro
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;54109;75060;São Paulo
Chevrolet;Onix;1.0 FLEX MANUAL;N/A;N/A;38945;75090;São Paulo
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;N/A;N/A;71245;75130;Cascavel
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;N/A;N/A;71245;75130;Curitiba
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;N/A;N/A;71593;75130;Uberlândia
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;50585;75150;Santa Maria
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;61714;75260;Sorocaba
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;61714;75260;Campinas
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;65319;75260;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;62928;75260;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69717;75260;São Paulo
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;N/A;N/A;69000;75260;Santos
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;62033;75260;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69460;75260;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69460;75260;Belo Horizonte
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69963;75260;Sorocaba
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;62009;75260;Cuiabá
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;63951;75260;Goiânia
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;67544;75260;São José
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;60363;75260;Santo André
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;65988;75260;São Paulo
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;62738;75260;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;69460;75260;Campo Grande
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;N/A;N/A;66045;75260;João Pessoa
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;50000;75290;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;42889;75290;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;42564;75290;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;44793;75290;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;41360;75290;João Pessoa
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;49215;75290;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;42826;75290;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;40722;75290;Duque de Caxias
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;43415;75290;Santa Maria
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;47460;75290;Campinas
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;46637;75290;Contagem
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;45051;75290;Contagem
Hyundai;Hb20;1.0 TGDI FLEX PLATINUM MANUAL;N/A;N/A;62798;75290;Porto Alegre
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;50000;75290;São Luis
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;41687;75290;Duque de Caxias
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;44169;75290;Rio de Janeiro
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;46700;75290;Campo Grande
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;47082;75290;Recife
Fiat;Cronos;1.3 FIREFLY FLEX DRIVE S DESIGN;N/A;N/A;60000;75350;Ananindeua
Peugeot;208;1.6 16V FLEX ACTIVE AT6;N/A;N/A;56885;75450;Osasco
Peugeot;208;1.6 16V FLEX ACTIVE AT6;N/A;N/A;56885;75450;Santo André
Peugeot;208;1.6 16V FLEX ACTIVE AT6;N/A;N/A;56885;75450;Santo André
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;55101;75530;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;55101;75530;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;64610;75570;Porto Alegre
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;63258;75570;Contagem
Chevrolet;Onix;1.0 FLEX LT MANUAL;N/A;N/A;63752;75570;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;33502;75590;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;34784;75590;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;37509;75590;João Pessoa
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;35510;75590;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;39530;75590;Rio de Janeiro
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;31565;75590;Belo Horizonte
Volkswagen;Polo;1.0 MPI TRACK MANUAL;N/A;N/A;33882;75590;João Pessoa
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;44742;75760;Goiânia
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;44742;75760;Uberlândia
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;46677;75760;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;N/A;N/A;53341;75900;Belo Horizonte
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;38090;76300;Campo Grande
Hyundai;Hb20s;1.0 12V FLEX COMFORT PLUS MANUAL;N/A;N/A;63938;76390;Contagem
Hyundai;Hb20s;1.0 12V FLEX COMFORT PLUS MANUAL;N/A;N/A;61942;76390;São Paulo
Hyundai;Hb20s;1.0 12V FLEX COMFORT PLUS MANUAL;N/A;N/A;63938;76390;Belo Horizonte
Hyundai;Hb20s;1.0 12V FLEX COMFORT PLUS MANUAL;N/A;N/A;61942;76390;Osasco
Volkswagen;Polo;1.0 170 TSI MANUAL;N/A;N/A;69218;76570;Salvador
Volkswagen;Polo;1.0 MPI MANUAL;N/A;N/A;56809;76650;Serra
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;N/A;N/A;70000;76770;Salvador
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;N/A;N/A;63124;76770;Americana
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;N/A;N/A;63124;76770;São Paulo
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;52000;76940;Brasília
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;N/A;N/A;58000;76940;Salvador
