Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;49797;71500;Belém
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;44035;71500;Salvador
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;44035;71500;Salvador
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;45849;71500;João Pessoa
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;45333;71500;Rio de Janeiro
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;61760;71570;Cascavel
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;69123;71570;Rio de Janeiro
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;69123;71570;Rio de Janeiro
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;66745;71570;Joinville
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;62455;71570;Curitiba
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;2023/2023;63035;71570;Curitiba
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;2023/2023;69940;71570;Palmas
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2023;58094;71580;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2023;58094;71580;Cascavel
Chevrolet;Onix;1.0 FLEX LT MANUAL;2022/2023;28443;71590;João Pessoa
Chevrolet;Onix;1.0 FLEX MANUAL;2023/2024;37150;71720;Goiânia
Chevrolet;Onix;1.0 FLEX MANUAL;2023/2024;37150;71720;Uberlândia
Chevrolet;Onix;1.0 FLEX MANUAL;2023/2024;32092;71720;Recife
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2023/2024;50665;71840;Canoas
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;63195;71840;Porto Alegre
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;69942;71840;Sorocaba
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;65000;71840;Salvador
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;65000;71840;Salvador
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;69850;71840;Americana
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2022/2023;58004;71910;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2022/2023;58004;71910;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;71212;71930;Brasília
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;71212;71930;Uberlândia
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;67348;71940;Mogi das Cruzes
Chevrolet;Onix;1.0 FLEX LT MANUAL;2024/2024;67348;71940;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;68654;71940;Salvador
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;68654;71940;Salvador
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;2023/2024;61420;71940;Taboão da Serra
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2023;69952;71950;Campinas
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;2022/2023;60051;71950;Americana
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;51110;71962;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;56561;72100;Joinville
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;53000;72100;Salvador
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;53000;72100;Salvador
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;59181;72100;Bauru
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;61289;72130;Porto Alegre
Peugeot;208;1.6 16V FLEX ACTIVE AT6;2023/2023;71356;72160;Bauru
Peugeot;208;1.6 16V FLEX ACTIVE 5P AUT;2023/2023;71356;72160;São José do Rio Preto
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;71000;72240;Salvador
Chevrolet;Onix;1.0 FLEX MANUAL;2024/2024;24713;72300;Maceió
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2023;59460;72300;Canoas
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2023;59460;72300;Porto Alegre
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2023;51000;72300;Serra
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2023;56276;72300;Serra
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2023;53715;72300;Joinville
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;62485;72310;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;64489;72310;Salvador
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;61011;72310;Campo Grande
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;62000;72310;Campo Grande
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;67073;72310;Campo Grande
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;62000;72310;Belo Horizonte
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;67831;72310;Ribeirão Preto
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;40258;72320;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;40258;72320;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;46149;72320;Recife
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;46149;72320;Recife
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;41089;72320;Natal
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2023;48181;72520;Contagem
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2022/2023;60142;72710;Salvador
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2022/2023;60142;72710;Salvador
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;2023/2024;61420;72770;Osasco
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;69766;72770;Santo André
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;69766;72770;São Paulo
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;57000;72790;Salvador
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;45432;72800;Joinville
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;42427;72800;Bauru
Fiat;Cronos;1.3 FIREFLY FLEX DRIVE MANUAL;2022/2022;61245;72900;Natal
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;2023/2023;41015;73010;Fortaleza
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;49117;73010;Recife
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;48896;73010;Campo Grande
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;2023/2023;55248;73090;Contagem
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;2023/2023;55248;73090;Belo Horizonte
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;2022/2023;51166;73090;Sorocaba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;38021;73100;Campo Grande
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;37505;73100;Salvador
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2022/2023;31095;73160;João Pessoa
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;50149;73230;Belém
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;47555;73310;Canoas
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;42927;73310;Palmas
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;2023/2023;36675;73310;Porto Alegre
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;2023/2023;50000;73310;Salvador
Volkswagen;Saveiro;1.6 MSI ROBUST CS 8V FLEX 2P MANUAL;2023/2023;36675;73310;Bauru
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;2023/2023;50000;73310;Salvador
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;2023/2023;50000;73310;Salvador
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;42745;73310;Palmas
Fiat;Cronos;1.3 FIREFLY FLEX DRIVE MANUAL;2022/2022;67676;73440;Ribeirão Preto
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;54446;73500;Bauru
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;52317;73500;Bauru
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2023/2023;70329;73580;São José
Fiat;Cronos;1.0 FIREFLY FLEX DRIVE MANUAL;2022/2023;45012;73610;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2023;58120;73620;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;72000;73640;Canoas
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;72938;73730;Campinas
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;71430;73730;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;52433;73800;Fortaleza
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;59453;73800;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;59453;73800;Cuiabá
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;50647;73800;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;50647;73800;Cuiabá
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;55131;73820;Porto Alegre
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;59834;73820;Duque de Caxias
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2021/2022;41319;73880;Contagem
Volkswagen;Saveiro;1.6 MSI ROBUST CD 16V FLEX 2P MANUAL;2022/2023;26100;73890;Salvador
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2022/2023;26100;73890;Rio de Janeiro
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;22265;73900;Fortaleza
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;32576;73900;São José do Rio Preto
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;32576;73900;Americana
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;71661;73950;Sorocaba
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;70499;73950;Campinas
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;58844;73970;Santa Maria
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;2023/2023;51557;73970;Ananindeua
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;55000;74010;Fortaleza
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;45530;74040;Recife
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;47800;74040;Salvador
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;40087;74040;Maceió
Peugeot;208;1.6 16V FLEX ACTIVE AT6;2022/2023;39761;74070;Fortaleza
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;40185;74200;Belo Horizonte
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2022/2023;56761;74300;Brasília
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;57104;74310;Salvador
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;50121;74310;Cascavel
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;51807;74310;Cascavel
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2022/2023;71347;74320;Palmas
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;38880;74340;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2023;59986;74370;São Paulo
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;2023/2023;60000;74370;Salvador
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;2023/2023;60000;74370;Salvador
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2023;57225;74370;Osasco
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;70802;74380;Santo André
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;71195;74380;São José do Rio Preto
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;72633;74380;Campo Grande
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;70357;74380;Sorocaba
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;70802;74380;Santo André
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;74553;74380;Niterói
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2024/2024;70405;74380;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;70849;74380;Osasco
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;71501;74380;Niterói
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;73045;74380;Canoas
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;46905;74500;Joinville
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;69521;74500;Belo Horizonte
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;69521;74500;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;69166;74500;São José do Rio Preto
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;61000;74500;Porto Alegre
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;69455;74500;Taboão da Serra
Volkswagen;Polo;1.0 MPI TOTAL FLEX MANUAL;2023/2023;44269;74500;Palmas
Volkswagen;Polo;1.0 MPI MANUAL;2023/2023;47645;74500;Porto Alegre
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;65319;74500;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;61714;74500;Campinas
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;61714;74500;Sorocaba
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;69460;74500;Campo Grande
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2023;42427;74530;Americana
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;40071;74530;Santa Maria
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;42427;74530;Santo André
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;49965;74530;Duque de Caxias
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;52982;74560;Porto Alegre
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;52982;74560;Bauru
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;58473;74560;Cuiabá
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;60000;74560;Maceió
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;58186;74560;Sorocaba
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;51039;74560;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;55407;74560;Americana
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;50248;74560;Betim
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;57280;74560;Betim
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;53118;74560;Salvador
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;69279;74590;São Paulo
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;64665;74590;Curitiba
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;70000;74590;Salvador
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;69279;74590;Taboão da Serra
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2022/2022;34594;74620;Cascavel
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2022/2022;34594;74620;Curitiba
Volkswagen;Saveiro;1.6 MSI ROBUST CS 16V FLEX 2P MANUAL;2023/2023;26423;74640;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;52386;74670;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2024/2024;51471;74670;Belo Horizonte
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;52956;74670;Fortaleza
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;50078;74670;Fortaleza
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;51471;74670;Campo Grande
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;73671;74700;São Paulo
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;73389;74700;São Paulo
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;47946;74790;Contagem
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;42765;74790;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;44358;74790;Rio de Janeiro
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;40037;74790;Niterói
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;49750;74790;Niterói
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;48852;74790;Belo Horizonte
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;47946;74790;Betim
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;46998;74790;Maceió
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;48751;74790;Rio de Janeiro
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;39093;74830;Fortaleza
Volkswagen;Polo;1.0 170 TSI MANUAL;2023/2024;51233;74877;Rio de Janeiro
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2023/2023;65000;74880;Campo Grande
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2022/2023;47742;74900;Belo Horizonte
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2022/2023;38863;75030;Natal
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;59825;75050;Bauru
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;59825;75050;Santo André
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;59825;75050;São Paulo
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;59825;75050;Mogi das Cruzes
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;55022;75060;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;58401;75060;Porto Alegre
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;56096;75060;Santo André
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;54169;75060;Santo André
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;54073;75060;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;56055;75060;Santa Maria
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;56096;75060;Bauru
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;54169;75060;Bauru
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;59181;75060;São José do Rio Preto
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;54073;75060;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;57429;75060;Porto Alegre
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;54109;75060;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;57049;75060;Salvador
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;2023/2024;71245;75130;Cascavel
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;2023/2024;71245;75130;Curitiba
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;2023/2024;71593;75130;Uberlândia
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2023/2023;50585;75150;Santa Maria
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;62928;75260;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;69717;75260;São Paulo
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;2023/2024;69000;75260;Santos
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;62033;75260;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;69460;75260;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;69460;75260;Belo Horizonte
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;69963;75260;Sorocaba
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;62009;75260;Cuiabá
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;63951;75260;Goiânia
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;67544;75260;São José
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;60363;75260;Santo André
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;2023/2024;66045;75260;João Pessoa
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;64570;75260;Rio de Janeiro
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;2023/2024;62188;75260;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;50000;75290;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;42889;75290;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;42564;75290;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;44793;75290;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;41360;75290;João Pessoa
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;49215;75290;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;42826;75290;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;43415;75290;Santa Maria
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;47460;75290;Campinas
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;46637;75290;Contagem
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;45051;75290;Contagem
Hyundai;Hb20;1.0 TGDI FLEX PLATINUM MANUAL;2022/2022;62798;75290;Porto Alegre
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;50000;75290;São Luis
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;41687;75290;Duque de Caxias
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;44169;75290;Rio de Janeiro
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;46700;75290;Campo Grande
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;47082;75290;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;47640;75290;Serra
Fiat;Cronos;1.3 FIREFLY FLEX DRIVE S DESIGN;2022/2022;60000;75350;Ananindeua
Peugeot;208;1.6 16V FLEX ACTIVE AT6;2023/2023;56885;75450;Osasco
Peugeot;208;1.6 16V FLEX ACTIVE AT6;2023/2023;56885;75450;Santo André
Peugeot;208;1.6 16V FLEX ACTIVE AT6;2022/2023;56885;75450;Santo André
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;55101;75530;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;55101;75530;Recife
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;64610;75570;Porto Alegre
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;63258;75570;Contagem
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;63752;75570;São Paulo
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;33502;75590;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;34784;75590;Recife
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;37509;75590;João Pessoa
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;35510;75590;Curitiba
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;39530;75590;Rio de Janeiro
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;31565;75590;Belo Horizonte
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;33882;75590;João Pessoa
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2024/2024;38554;75590;Ribeirão Preto
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2023/2023;45481;75690;Brasília
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT MANUAL;2023/2024;51338;75754;Betim
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;44742;75760;Goiânia
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;44742;75760;Uberlândia
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;46677;75760;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;53341;75900;Belo Horizonte
Hyundai;Hb20s;1.0 12V FLEX COMFORT MANUAL;2023/2024;70000;76010;Salvador
Hyundai;Hb20s;1.0 12V FLEX COMFORT PLUS MANUAL;2023/2024;70000;76010;Salvador
Hyundai;Hb20s;1.0 12V FLEX COMFORT PLUS MANUAL;2023/2024;48888;76349;Santo André
Hyundai;Hb20s;1.0 12V FLEX COMFORT PLUS MANUAL;2023/2024;61942;76390;São Paulo
Hyundai;Hb20s;1.0 12V FLEX COMFORT PLUS MANUAL;2023/2024;61942;76390;Osasco
Volkswagen;Polo;1.0 170 TSI MANUAL;2023/2023;69218;76570;Salvador
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;56809;76650;Serra
Volkswagen;Polo;1.0 MPI MANUAL;2023/2024;56809;76650;Betim
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021/2022;71000;76710;Salvador
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2022/2023;52000;76940;Brasília
Fiat;Strada;1.4 FIRE FLEX ENDURANCE CS MANUAL;2022/2023;58000;76940;Salvador
Volkswagen;Polo;1.0 MPI TRACK MANUAL;2023/2024;35198;77100;Americana
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;60000;77300;Recife
Chevrolet;Onix;1.0 FLEX LT MANUAL;2023/2024;52091;77300;Santo André
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;53074;77300;São Paulo
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;52317;77300;Campinas
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;57826;77300;Contagem
Chevrolet;Onix;1.0 FLEX PLUS LT MANUAL;2023/2024;56679;77300;Porto Alegre
